Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
420.0,Andre Jackson Jr.,23.0,MIL,SG,59.0,43.0,15.4,1.5,3.1,0.467,0.5,1.3,0.392,1.0,1.9,0.518,0.546,0.2,0.3,0.556,1.0,1.9,2.9,1.3,0.5,0.2,0.9,1.8,3.6,,jacksan01
421.0,Duop Reath,28.0,POR,C,37.0,0.0,8.6,1.2,3.2,0.393,0.7,2.2,0.305,0.6,0.9,0.6,0.5,0.4,0.5,0.889,0.6,1.0,1.6,0.5,0.2,0.3,0.3,0.7,3.6,,reathdu01
422.0,Jae'Sean Tate,29.0,HOU,SF,47.0,2.0,11.3,1.3,2.9,0.459,0.3,0.8,0.316,1.1,2.1,0.515,0.504,0.7,1.0,0.689,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,,tateja01
423.0,Steven Adams,31.0,HOU,C,49.0,2.0,12.6,1.4,2.7,0.522,0.0,0.0,0.0,1.4,2.7,0.526,0.522,0.7,1.6,0.423,2.7,2.6,5.3,1.2,0.3,0.4,0.9,0.9,3.5,,adamsst01
424.0,Dario Šarić,30.0,DEN,C,15.0,4.0,13.5,1.3,3.7,0.339,0.5,1.7,0.269,0.8,2.0,0.4,0.402,0.5,0.7,0.7,0.9,2.3,3.3,1.5,0.5,0.1,0.9,1.2,3.5,,saricda01
425.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,8.6,1.5,2.9,0.531,0.0,0.0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,,fernabr01
426.0,Collin Gillespie,25.0,PHO,PG,20.0,1.0,8.0,1.2,2.7,0.434,0.6,1.4,0.407,0.6,1.3,0.462,0.538,0.5,0.6,0.909,0.6,0.9,1.5,1.5,0.2,0.2,0.3,0.9,3.4,,gilleco01
427.0,Jamal Cain,25.0,NOP,SF,27.0,0.0,11.4,1.1,2.9,0.39,0.5,1.7,0.311,0.6,1.2,0.5,0.481,0.6,0.9,0.625,0.7,1.3,2.0,0.6,0.5,0.3,0.4,1.0,3.3,,cainja01
428.0,DeAndre Jordan,36.0,DEN,C,46.0,2.0,11.5,1.5,2.3,0.651,0.0,0.0,,1.5,2.3,0.651,0.651,0.3,0.8,0.405,1.4,3.3,4.7,0.8,0.3,0.4,0.7,1.2,3.3,,jordade01
429.0,Damion Lee,32.0,PHO,SG,18.0,0.0,6.1,1.1,3.0,0.352,0.3,1.5,0.222,0.7,1.5,0.481,0.407,0.9,0.9,0.941,0.1,0.7,0.8,0.5,0.2,0.0,0.4,0.3,3.3,,leeda03
430.0,Zeke Nnaji,24.0,DEN,PF,48.0,3.0,10.4,1.3,2.4,0.526,0.3,0.8,0.325,1.0,1.6,0.632,0.582,0.4,0.7,0.618,0.6,1.0,1.6,0.3,0.4,0.6,0.3,1.1,3.3,,nnajize01
431.0,Jalen Pickett,25.0,DEN,SG,36.0,0.0,11.1,1.3,3.1,0.423,0.6,1.7,0.377,0.7,1.4,0.48,0.527,0.1,0.1,1.0,0.2,0.9,1.1,1.8,0.3,0.1,0.5,0.7,3.3,,pickeja02
432.0,Nae'Qwan Tomlin,24.0,CLE,PF,3.0,0.0,4.7,1.3,2.7,0.5,0.0,0.7,0.0,1.3,2.0,0.667,0.5,0.7,1.0,0.667,0.3,1.7,2.0,0.0,0.0,0.0,0.3,0.7,3.3,,tomlina01
433.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,harklej01
434.0,Caleb Houstan,22.0,ORL,SF,45.0,5.0,11.6,1.0,2.8,0.367,0.9,2.4,0.355,0.2,0.4,0.444,0.52,0.3,0.3,0.929,0.3,0.6,0.9,0.4,0.3,0.1,0.1,1.0,3.2,,houstca01
436.0,Jackson Rowe,28.0,GSW,PF,5.0,0.0,8.6,1.2,3.0,0.4,0.4,1.8,0.222,0.8,1.2,0.667,0.467,0.4,0.8,0.5,0.0,1.6,1.6,0.6,0.6,0.0,0.2,0.8,3.2,,roweja01
437.0,Doug McDermott,33.0,SAC,SF,36.0,3.0,7.9,1.1,2.5,0.418,0.9,2.2,0.423,0.1,0.4,0.385,0.599,0.1,0.1,0.6,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.8,3.1,,mcderdo01
438.0,JT Thor,22.0,2TM,PF,10.0,0.0,5.0,1.0,1.8,0.556,0.4,0.8,0.5,0.6,1.0,0.6,0.667,0.7,0.8,0.875,0.6,0.5,1.1,0.1,0.2,0.3,0.6,0.7,3.1,,thorjt01
438.0,JT Thor,22.0,CLE,PF,9.0,0.0,4.7,1.0,1.7,0.6,0.3,0.7,0.5,0.7,1.0,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,thorjt01
438.0,JT Thor,22.0,WAS,PF,1.0,0.0,8.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,,thorjt01
439.0,Tony Bradley,27.0,IND,C,6.0,0.0,5.2,1.5,1.8,0.818,0.0,0.0,,1.5,1.8,0.818,0.818,0.0,0.3,0.0,1.2,1.0,2.2,0.5,0.2,0.5,0.5,0.3,3.0,,bradlto01
440.0,Taj Gibson,39.0,CHO,C,27.0,11.0,11.3,1.3,2.6,0.486,0.0,0.1,0.5,1.2,2.5,0.485,0.493,0.4,0.6,0.688,1.5,2.0,3.6,0.6,0.3,0.4,0.7,1.6,3.0,,gibsota01
441.0,Gary Harris,30.0,ORL,SG,35.0,2.0,15.5,1.1,2.9,0.37,0.7,2.2,0.329,0.3,0.7,0.5,0.495,0.2,0.3,0.6,0.5,0.8,1.3,0.6,0.6,0.3,0.3,0.9,3.0,,harriga01
442.0,Kylor Kelley,27.0,DAL,C,8.0,1.0,8.4,1.3,1.6,0.769,0.0,0.0,,1.3,1.6,0.769,0.769,0.5,0.8,0.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0,,kelleky01
444.0,Taze Moore,26.0,POR,SG,2.0,0.0,10.0,1.0,5.0,0.2,0.5,2.0,0.25,0.5,3.0,0.167,0.25,0.5,1.0,0.5,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,,mooreta02
445.0,Jaylon Tyson,22.0,CLE,SG,42.0,2.0,8.8,1.1,2.5,0.443,0.3,1.0,0.333,0.8,1.5,0.516,0.509,0.4,0.5,0.8,0.7,1.2,1.9,0.9,0.2,0.0,0.5,1.0,3.0,,tysonja01
446.0,Blake Wesley,21.0,SAS,SG,43.0,0.0,9.0,1.2,2.6,0.455,0.2,0.7,0.25,1.0,1.8,0.538,0.491,0.5,0.8,0.636,0.2,0.6,0.8,1.8,0.4,0.1,0.8,0.5,3.0,,weslebl01
447.0,Jae Crowder,34.0,SAC,PF,7.0,2.0,13.1,0.9,2.4,0.353,0.4,1.7,0.25,0.4,0.7,0.6,0.441,0.7,0.9,0.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
448.0,Craig Porter Jr.,24.0,CLE,PG,43.0,0.0,8.6,1.2,2.1,0.543,0.3,0.8,0.455,0.8,1.4,0.593,0.625,0.3,0.3,0.733,0.3,0.9,1.1,1.3,0.3,0.3,0.6,0.4,2.9,,portecr01
449.0,Kai Jones,24.0,2TM,C,29.0,0.0,8.3,1.2,1.6,0.761,0.0,0.1,0.0,1.2,1.5,0.795,0.761,0.4,0.6,0.75,0.6,1.3,1.9,0.3,0.2,0.5,0.4,0.9,2.8,,joneska01
449.0,Kai Jones,24.0,LAC,C,28.0,0.0,7.4,0.9,1.3,0.722,0.0,0.1,0.0,0.9,1.2,0.765,0.722,0.3,0.4,0.75,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,joneska01
449.0,Kai Jones,24.0,DAL,C,1.0,0.0,34.0,9.0,10.0,0.9,0.0,0.0,,9.0,10.0,0.9,0.9,3.0,4.0,0.75,2.0,6.0,8.0,0.0,0.0,1.0,1.0,2.0,21.0,,joneska01
451.0,Branden Carlson,25.0,OKC,C,20.0,0.0,6.1,1.0,2.2,0.442,0.7,1.7,0.412,0.3,0.5,0.556,0.605,0.2,0.2,1.0,0.3,1.2,1.5,0.4,0.1,0.4,0.2,0.7,2.8,,carlsbr01
452.0,Jeenathan Williams,25.0,HOU,SG,14.0,0.0,6.1,1.1,2.7,0.421,0.3,1.2,0.235,0.9,1.5,0.571,0.474,0.2,0.3,0.75,0.1,0.4,0.5,0.4,0.4,0.3,0.6,0.7,2.8,,willije02
453.0,Jaylen Martin,21.0,2TM,SF,7.0,0.0,6.6,1.1,2.9,0.4,0.4,0.9,0.5,0.7,2.0,0.357,0.475,0.0,0.0,,0.4,1.1,1.6,0.4,0.3,0.0,0.4,0.1,2.7,,martija02
453.0,Jaylen Martin,21.0,BRK,SF,3.0,0.0,1.7,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,,martija02
453.0,Jaylen Martin,21.0,WAS,SF,4.0,0.0,10.3,1.8,4.5,0.389,0.5,1.3,0.4,1.3,3.3,0.385,0.444,0.0,0.0,,0.8,2.0,2.8,0.8,0.5,0.0,0.8,0.0,4.0,,martija02
454.0,Trey Jemison,25.0,2TM,C,31.0,0.0,10.9,1.2,2.2,0.537,0.0,0.0,,1.2,2.2,0.537,0.537,0.4,1.0,0.387,1.2,1.6,2.8,0.5,0.3,0.5,0.5,2.0,2.7,,jemistr01
454.0,Trey Jemison,25.0,NOP,C,16.0,0.0,10.4,0.9,2.0,0.469,0.0,0.0,,0.9,2.0,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
454.0,Trey Jemison,25.0,LAL,C,15.0,0.0,11.4,1.4,2.3,0.6,0.0,0.0,,1.4,2.3,0.6,0.6,0.3,0.7,0.4,0.9,1.9,2.9,0.3,0.1,0.5,0.5,2.4,3.1,,jemistr01
455.0,Mason Jones,26.0,SAC,SG,9.0,0.0,4.8,1.0,2.0,0.5,0.1,0.9,0.125,0.9,1.1,0.8,0.528,0.4,0.6,0.8,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.6,,jonesma05
456.0,Cory Joseph,33.0,ORL,PG,38.0,4.0,9.5,0.9,2.4,0.385,0.6,1.6,0.35,0.4,0.8,0.452,0.5,0.2,0.2,0.667,0.2,0.8,1.0,1.1,0.4,0.1,0.3,0.8,2.6,,josepco01
457.0,Baylor Scheierman,24.0,BOS,SG,19.0,0.0,8.4,0.9,2.4,0.378,0.6,1.7,0.344,0.3,0.7,0.462,0.5,0.3,0.3,0.833,0.4,1.1,1.5,0.7,0.4,0.0,0.1,0.6,2.6,,scheiba01
458.0,Pat Spencer,28.0,GSW,PG,32.0,0.0,6.7,1.1,2.8,0.393,0.1,0.5,0.118,1.0,2.3,0.458,0.404,0.3,0.5,0.733,0.5,0.9,1.4,1.2,0.4,0.1,0.5,0.6,2.6,,spencpa01
459.0,John Konchar,28.0,MEM,SG,37.0,4.0,12.2,0.9,2.0,0.44,0.5,1.4,0.346,0.4,0.6,0.652,0.56,0.2,0.2,0.875,0.8,2.5,3.4,0.9,0.5,0.4,0.4,0.8,2.5,,konchjo01
463.0,Markelle Fultz,26.0,SAC,PG,11.0,0.0,7.4,1.1,2.8,0.387,0.1,0.4,0.25,1.0,2.5,0.407,0.403,0.1,0.1,1.0,0.2,0.5,0.6,0.8,0.5,0.1,0.9,0.5,2.4,,fultzma01
464.0,Christian Koloko,24.0,LAL,C,33.0,0.0,9.2,1.1,1.8,0.6,0.0,0.1,0.0,1.1,1.7,0.632,0.6,0.2,0.3,0.8,0.9,1.4,2.3,0.5,0.2,0.3,0.3,1.2,2.4,,kolokch01
465.0,Tyler Smith,20.0,MIL,PF,18.0,0.0,4.7,0.9,2.1,0.459,0.4,1.1,0.4,0.5,0.9,0.529,0.568,0.1,0.2,0.5,0.2,0.9,1.1,0.2,0.1,0.2,0.3,0.4,2.4,,smithty02
466.0,TyTy Washington Jr.,23.0,PHO,PG,13.0,0.0,7.9,0.9,3.0,0.308,0.3,1.5,0.2,0.6,1.5,0.421,0.359,0.2,0.3,0.75,0.3,0.6,0.9,1.2,0.2,0.0,0.2,0.3,2.4,,washity02
467.0,Josh Minott,22.0,MIN,SF,39.0,0.0,6.3,0.9,2.0,0.449,0.2,0.9,0.257,0.7,1.1,0.605,0.506,0.3,0.3,0.846,0.3,0.8,1.1,0.4,0.4,0.3,0.3,0.7,2.3,,minotjo01
468.0,Chuma Okeke,26.0,PHI,PF,3.0,0.0,11.7,1.0,2.0,0.5,0.3,1.3,0.25,0.7,0.7,1.0,0.583,0.0,0.0,,1.3,1.3,2.7,0.7,0.7,0.0,0.3,0.3,2.3,,okekech01
469.0,Drew Peterson,25.0,BOS,PF,18.0,1.0,8.3,0.7,1.6,0.448,0.5,1.3,0.391,0.2,0.3,0.667,0.603,0.3,0.4,0.857,0.3,1.4,1.7,0.7,0.2,0.1,0.3,0.7,2.3,,peterdr01
470.0,Lester Quiñones,24.0,PHI,SG,4.0,0.0,4.3,1.0,2.0,0.5,0.0,0.8,0.0,1.0,1.3,0.8,0.5,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,,quinole01
471.0,Hunter Tyson,24.0,DEN,PF,44.0,1.0,7.6,0.8,2.0,0.386,0.4,1.3,0.316,0.4,0.7,0.516,0.489,0.4,0.5,0.696,0.4,1.1,1.5,0.4,0.2,0.1,0.3,0.9,2.3,,tysonhu01
474.0,Rayan Rupert,20.0,POR,SG,41.0,0.0,7.5,0.8,2.0,0.39,0.2,0.9,0.27,0.5,1.1,0.489,0.451,0.4,0.5,0.75,0.5,0.6,1.1,0.4,0.2,0.0,0.5,0.6,2.2,,ruperra01
476.0,Kobe Brown,25.0,LAC,PF,32.0,0.0,7.1,0.9,2.0,0.476,0.1,0.7,0.19,0.8,1.3,0.619,0.508,0.1,0.2,0.8,0.6,1.2,1.8,0.6,0.2,0.1,0.3,0.6,2.1,,brownko01
477.0,Chris Duarte,27.0,CHI,SG,17.0,0.0,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,,duartch01
478.0,Dillon Jones,23.0,OKC,SF,41.0,0.0,8.9,0.8,2.3,0.337,0.2,1.2,0.204,0.5,1.1,0.478,0.389,0.3,0.5,0.55,0.6,1.4,2.0,1.0,0.2,0.1,0.4,1.0,2.1,,jonesdi01
479.0,E.J. Liddell,24.0,CHI,PF,7.0,0.0,4.7,0.7,1.4,0.5,0.4,1.1,0.375,0.3,0.3,1.0,0.65,0.3,0.3,1.0,0.1,0.6,0.7,0.4,0.1,0.1,0.3,1.1,2.1,,liddeej01
480.0,Dwight Powell,33.0,DAL,C,44.0,3.0,9.4,0.8,1.0,0.739,0.0,0.0,0.5,0.8,1.0,0.75,0.75,0.5,0.8,0.622,0.9,1.3,2.2,1.0,0.3,0.5,0.3,1.3,2.1,,poweldw01
482.0,Jamaree Bouyea,25.0,MIL,PG,1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,,bouyeja01
483.0,Keion Brooks Jr.,24.0,NOP,SF,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,,brookke02
484.0,Jack McVeigh,28.0,HOU,PF,7.0,0.0,4.0,0.7,1.9,0.385,0.6,1.4,0.4,0.1,0.4,0.333,0.538,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.1,0.1,0.1,2.0,,mcveija01
485.0,Adama Sanogo,22.0,CHI,C,4.0,0.0,5.3,1.0,1.8,0.571,0.0,0.0,,1.0,1.8,0.571,0.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
486.0,Pete Nance,24.0,2TM,PF,8.0,0.0,8.8,0.6,1.9,0.333,0.5,1.5,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.0,1.3,0.4,0.1,0.0,0.0,1.3,1.9,,nancepe01
486.0,Pete Nance,24.0,PHI,C,7.0,0.0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01
486.0,Pete Nance,24.0,MIL,PF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nancepe01
488.0,Anthony Gill,32.0,WAS,PF,43.0,0.0,5.9,0.7,1.3,0.519,0.2,0.4,0.368,0.5,0.8,0.6,0.583,0.5,0.8,0.606,0.2,0.7,0.9,0.3,0.1,0.0,0.2,0.5,1.9,,gillan01
489.0,Ariel Hukporti,22.0,NYK,C,25.0,1.0,8.7,0.8,1.2,0.677,0.0,0.0,,0.8,1.2,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,,hukpoar01
491.0,Vlatko Čančar,27.0,DEN,PF,8.0,0.0,8.4,0.8,1.5,0.5,0.3,0.6,0.4,0.5,0.9,0.571,0.583,0.0,0.0,,0.8,1.5,2.3,0.3,0.1,0.1,0.8,0.8,1.8,,cancavl01
492.0,Tyler Kolek,23.0,NYK,PG,31.0,0.0,5.0,0.6,1.6,0.38,0.4,1.0,0.367,0.3,0.6,0.4,0.49,0.2,0.2,1.0,0.1,0.4,0.5,0.7,0.2,0.0,0.3,0.4,1.8,,kolekty01
493.0,Leonard Miller,21.0,MIN,SF,10.0,0.0,2.7,0.5,1.4,0.357,0.0,0.5,0.0,0.5,0.9,0.556,0.357,0.8,0.8,1.0,0.3,0.8,1.1,0.0,0.2,0.1,0.2,0.2,1.8,,millele01
494.0,Pacome Dadiet,19.0,NYK,SG,15.0,0.0,6.5,0.6,1.9,0.321,0.4,1.2,0.333,0.2,0.7,0.3,0.429,0.1,0.2,0.667,0.0,0.9,0.9,0.3,0.2,0.1,0.1,0.4,1.7,,dadiepa01
495.0,Enrique Freeman,24.0,IND,PF,20.0,1.0,7.0,0.6,1.3,0.48,0.1,0.3,0.167,0.6,1.0,0.579,0.5,0.5,0.8,0.6,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,freemen01
496.0,Bronny James,20.0,LAL,SG,20.0,0.0,4.7,0.5,1.9,0.263,0.3,1.1,0.227,0.3,0.8,0.313,0.329,0.4,0.6,0.727,0.2,0.4,0.5,0.4,0.3,0.1,0.3,0.3,1.7,,jamesbr02
497.0,Cam Christie,19.0,LAC,SG,8.0,0.0,5.1,0.6,1.9,0.333,0.3,1.3,0.2,0.4,0.6,0.6,0.4,0.1,0.3,0.5,0.1,0.8,0.9,0.6,0.4,0.0,0.3,0.3,1.6,,chrisca02
498.0,Johnny Furphy,20.0,IND,SG,41.0,0.0,6.7,0.6,1.5,0.365,0.3,0.9,0.306,0.3,0.7,0.444,0.452,0.2,0.2,1.0,0.4,0.8,1.2,0.2,0.3,0.2,0.2,0.7,1.6,,furphjo01
499.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,5.7,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.1,0.6,0.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,johnske10
500.0,Armel Traoré,22.0,LAL,SF,9.0,0.0,7.4,0.7,2.1,0.316,0.0,0.8,0.0,0.7,1.3,0.5,0.316,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,armeltr01
501.0,Jordan Walsh,20.0,BOS,PF,43.0,1.0,8.1,0.6,1.5,0.369,0.3,1.0,0.295,0.3,0.5,0.524,0.469,0.2,0.3,0.583,0.4,0.8,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,walshjo01
502.0,Jazian Gortman,21.0,DAL,PG,16.0,0.0,3.6,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
503.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,5.0,0.5,2.5,0.2,0.5,2.5,0.2,0.0,0.0,,0.3,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,olivaqu01
504.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,3.6,0.5,1.6,0.323,0.3,1.0,0.316,0.2,0.6,0.333,0.419,0.1,0.1,1.0,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,,ryanma01
505.0,Tristan Thompson,33.0,CLE,C,35.0,0.0,7.2,0.7,1.5,0.426,0.0,0.1,0.0,0.7,1.5,0.451,0.426,0.1,0.6,0.227,0.7,2.1,2.7,0.6,0.0,0.2,0.3,0.9,1.5,,thomptr01
506.0,Alex Ducas,24.0,OKC,SG,17.0,0.0,4.5,0.5,1.3,0.364,0.4,0.9,0.438,0.1,0.4,0.167,0.523,0.0,0.0,,0.3,0.6,0.9,0.1,0.1,0.0,0.2,0.4,1.4,,ducasal01
508.0,Garrett Temple,38.0,TOR,SG,23.0,0.0,7.6,0.4,1.8,0.22,0.2,0.9,0.25,0.2,0.9,0.19,0.28,0.4,0.4,0.9,0.2,0.8,1.0,1.1,0.6,0.1,0.4,1.0,1.4,,templga01
509.0,JD Davison,22.0,BOS,PG,9.0,0.0,4.3,0.3,1.0,0.333,0.2,0.7,0.333,0.1,0.3,0.333,0.444,0.4,0.6,0.8,0.0,0.3,0.3,0.3,0.2,0.0,0.7,0.1,1.3,,davisjd01
510.0,David Duke Jr.,25.0,SAS,SG,4.0,0.0,4.5,0.5,1.8,0.286,0.0,0.3,0.0,0.5,1.5,0.333,0.286,0.3,0.5,0.5,0.0,0.8,0.8,0.8,0.0,0.0,0.3,0.3,1.3,,dukeda01
511.0,Adam Flagler,25.0,OKC,SG,27.0,0.0,3.9,0.5,2.1,0.224,0.3,1.7,0.17,0.2,0.4,0.455,0.293,0.0,0.0,,0.1,0.3,0.4,0.0,0.2,0.1,0.0,0.4,1.3,,flaglad01
512.0,Skal Labissière,28.0,SAC,PF,4.0,0.0,3.0,0.5,1.0,0.5,0.3,0.3,1.0,0.3,0.8,0.333,0.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3,,labissk01
513.0,Isaiah Crawford,23.0,SAC,SF,11.0,0.0,3.4,0.5,0.8,0.556,0.1,0.4,0.25,0.4,0.5,0.8,0.611,0.2,0.4,0.5,0.1,0.6,0.7,0.0,0.1,0.1,0.1,0.2,1.2,,crawfis01
514.0,Yuki Kawamura,23.0,MEM,PG,20.0,0.0,3.2,0.4,1.1,0.364,0.2,0.8,0.25,0.2,0.3,0.667,0.455,0.2,0.3,0.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,,kawamyu01
515.0,Bryce McGowens,22.0,POR,SG,11.0,0.0,2.5,0.4,1.1,0.333,0.0,0.4,0.0,0.4,0.7,0.5,0.333,0.5,0.5,0.833,0.1,0.1,0.2,0.1,0.1,0.0,0.3,0.2,1.2,,mcgowbr01
517.0,PJ Hall,22.0,DEN,C,16.0,0.0,3.1,0.4,0.9,0.467,0.0,0.3,0.0,0.4,0.6,0.7,0.467,0.2,0.3,0.75,0.3,0.8,1.1,0.2,0.0,0.1,0.1,0.4,1.1,,hallpj01
519.0,Chris Livingston,21.0,MIL,SF,16.0,1.0,4.6,0.4,1.1,0.333,0.0,0.4,0.0,0.4,0.8,0.5,0.333,0.3,0.5,0.625,0.4,1.0,1.4,0.1,0.3,0.0,0.3,0.3,1.1,,livinch01
520.0,Trey Alexander,21.0,DEN,SG,20.0,0.0,4.3,0.4,1.3,0.269,0.1,0.5,0.2,0.3,0.8,0.313,0.308,0.2,0.2,0.75,0.0,0.5,0.5,0.4,0.1,0.1,0.2,0.4,1.0,,alexatr01
521.0,Yuri Collins,23.0,GSW,PG,2.0,0.0,8.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,,colliyu01
522.0,Xavier Tillman Sr.,26.0,BOS,C,29.0,1.0,7.1,0.4,1.6,0.261,0.2,0.9,0.185,0.2,0.7,0.368,0.315,0.0,0.1,0.5,0.3,1.0,1.3,0.2,0.3,0.2,0.4,0.6,1.0,,tillmxa01
523.0,Anton Watson,24.0,NYK,SF,2.0,0.0,3.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,,watsoan02
524.0,Emoni Bates,21.0,CLE,SF,7.0,0.0,3.9,0.3,2.0,0.143,0.3,1.6,0.182,0.0,0.4,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,,batesem01
525.0,RayJ Dennis,23.0,IND,PG,8.0,0.0,2.9,0.3,1.3,0.2,0.1,0.9,0.143,0.1,0.4,0.333,0.25,0.3,0.3,1.0,0.3,0.5,0.8,0.6,0.4,0.0,0.5,0.4,0.9,,dennira01
526.0,Luke Travers,23.0,CLE,SG,9.0,0.0,6.1,0.3,1.2,0.273,0.0,0.4,0.0,0.3,0.8,0.429,0.273,0.2,0.2,1.0,0.6,0.8,1.3,0.6,0.1,0.1,0.6,0.4,0.9,,travelu01
527.0,Jalen Bridges,23.0,PHO,SF,5.0,0.0,5.0,0.2,0.8,0.25,0.2,0.8,0.25,0.0,0.0,,0.375,0.2,0.4,0.5,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,bridgja01
528.0,D.J. Carton,24.0,TOR,SG,4.0,0.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
529.0,Josh Christopher,23.0,MIA,SG,8.0,0.0,3.5,0.3,0.9,0.286,0.0,0.1,0.0,0.3,0.8,0.333,0.286,0.3,0.5,0.5,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,chrisjo01
530.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,,1.0,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01
531.0,Joe Ingles,37.0,MIN,SF,18.0,0.0,6.0,0.3,1.1,0.3,0.2,0.7,0.231,0.2,0.4,0.429,0.375,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.4,0.6,0.8,,inglejo01
